profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co
radial,75,0.8324523352914387,0.5400000214576721,0.005993656814098358,1094.0482177734375,2.1034595112564367e-21,0.15719939768314362,0.050804320722818375,0.04709875211119652,2.9705233828281052e-06
radial,75,0.819344228754441,0.5400000214576721,0.005899278447031975,1094.1961669921875,2.104962613136132e-21,0.15718308091163635,0.05081486701965332,0.04710722714662552,2.9726759294135263e-06
radial,75,0.806415013761984,0.5400000214576721,0.005806188099086285,1094.3399658203125,2.106436230550634e-21,0.1571672558784485,0.050825104117393494,0.047115448862314224,2.9747793632850517e-06
radial,75,0.7936621679820949,0.5400000214576721,0.005714367609471083,1094.4793701171875,2.1078775362224578e-21,0.15715189278125763,0.050835028290748596,0.04712342470884323,2.9768311833322514e-06
radial,75,0.7810832984331582,0.5400000214576721,0.0056237997487187386,1094.614501953125,2.109282491183769e-21,0.15713700652122498,0.05084465816617012,0.04713116213679314,2.9788284336973447e-06
radial,75,0.7686761414839162,0.5400000214576721,0.0055344682186841965,1094.74560546875,2.1106484701054754e-21,0.15712255239486694,0.05085400491952896,0.04713866859674454,2.9807683858962264e-06
radial,75,0.7564382394775748,0.5400000214576721,0.005446355324238539,1094.872802734375,2.111972039864917e-21,0.15710854530334473,0.05086306482553482,0.04714594781398773,2.982648766192142e-06
radial,75,0.7443673287828764,0.5400000214576721,0.00535944476723671,1094.996337890625,2.113249969287826e-21,0.15709494054317474,0.05087185651063919,0.047153010964393616,2.9844677555956878e-06
radial,75,0.7324610810933841,0.5400000214576721,0.005273719783872366,1095.115966796875,2.11447963304511e-21,0.1570817530155182,0.05088038370013237,0.047159865498542786,2.9862219435017323e-06
radial,75,0.7207172974530194,0.5400000214576721,0.005189164541661739,1095.2320556640625,2.1156573960657178e-21,0.15706895291805267,0.050888657569885254,0.04716651141643524,2.9879092835471965e-06
radial,75,0.709133778905703,0.5400000214576721,0.005105763208121061,1095.3448486328125,2.1167806330205566e-21,0.1570565402507782,0.05089668557047844,0.04717296361923218,2.989527501995326e-06
radial,75,0.6977082618201773,0.5400000214576721,0.005023499485105276,1095.4541015625,2.1178465166321423e-21,0.15704450011253357,0.050904471427202225,0.047179214656353,2.9910743251093663e-06
radial,75,0.6864386765907209,0.5400000214576721,0.00494235847145319,1095.5604248046875,2.1188520176745987e-21,0.1570328176021576,0.050912026315927505,0.04718528687953949,2.9925472517788876e-06
radial,75,0.6753228889364336,0.5400000214576721,0.004862324800342321,1095.663330078125,2.119794712767225e-21,0.15702146291732788,0.05091935396194458,0.04719117656350136,2.993944235640811e-06
radial,75,0.6643586999012364,0.5400000214576721,0.004783382639288902,1095.763427734375,2.1206713707357536e-21,0.15701048076152802,0.050926461815834045,0.0471968874335289,2.9952630029583815e-06
radial,75,0.6535441692297658,0.5400000214576721,0.004705518018454313,1095.8603515625,2.1214795681994833e-21,0.15699979662895203,0.050933364778757095,0.04720243066549301,2.9965017347421963e-06
radial,75,0.6428771626411213,0.5400000214576721,0.004628715571016073,1095.9547119140625,2.122216679829322e-21,0.1569894552230835,0.050940051674842834,0.04720780998468399,2.9976574751344742e-06
radial,75,0.6323556752047605,0.5400000214576721,0.004552960861474276,1096.046142578125,2.1228800802961765e-21,0.15697941184043884,0.05094654858112335,0.047213029116392136,2.9987293146405136e-06
radial,75,0.6219777666653196,0.5400000214576721,0.004478239919990301,1096.135009765625,2.1234673462193465e-21,0.15696966648101807,0.05095284804701805,0.047218091785907745,2.9997140700288583e-06
radial,75,0.6117414967674348,0.5400000214576721,0.004404538776725531,1096.2213134765625,2.1239756503213475e-21,0.15696021914482117,0.050958964973688126,0.04722300544381142,3.0006103770574555e-06
radial,75,0.6016448605805635,0.5400000214576721,0.0043318429961800575,1096.3050537109375,2.1244031750666538e-21,0.15695104002952576,0.050964899361133575,0.04722777381539345,3.0014161893632263e-06
radial,75,0.5916859825245209,0.5400000214576721,0.00426013907417655,1096.386474609375,2.124747295126173e-21,0.15694212913513184,0.0509706549346447,0.04723239690065384,3.002129687956767e-06
radial,75,0.5818629870191216,0.5400000214576721,0.004189413506537676,1096.465576171875,2.125005587119204e-21,0.1569334864616394,0.050976239144802094,0.047236889600753784,3.002748826474999e-06
radial,75,0.572173998484181,0.5400000214576721,0.0041196527890861034,1096.54248046875,2.1251756276650462e-21,0.15692511200904846,0.050981663167476654,0.047241244465112686,3.0032717859285185e-06
radial,75,0.5626172060146928,0.5400000214576721,0.004050843883305788,1096.6171875,2.125255599228174e-21,0.15691697597503662,0.05098692700266838,0.04724547639489174,3.003696747327922e-06
radial,75,0.5531908633808295,0.5400000214576721,0.003982974216341972,1096.689697265625,2.1252430784278862e-21,0.15690907835960388,0.05099203437566757,0.047249577939510345,3.0040218916838057e-06
radial,75,0.5438930950024062,0.5400000214576721,0.0039160302840173244,1096.76025390625,2.125135843831874e-21,0.15690140426158905,0.050996989011764526,0.0472535640001297,3.0042454000067664e-06
radial,75,0.5347222193247743,0.5400000214576721,0.0038499999791383743,1096.8289794921875,2.1249369246660136e-21,0.15689396858215332,0.051001809537410736,0.0472574345767498,3.00437045552826e-06
radial,75,0.5231481433535615,0.5400000214576721,0.0037666666321456432,1096.9140625,2.1245887656386597e-21,0.15688475966453552,0.05100776627659798,0.047262221574783325,3.0044270715734456e-06
radial,75,0.5115740673823489,0.5400000214576721,0.003683333285152912,1096.9974365234375,2.1241656837579716e-21,0.15687572956085205,0.05101360008120537,0.04726691544055939,3.0044022878428223e-06
radial,75,0.49999999141113627,0.5400000214576721,0.003599999938160181,1097.0791015625,2.1236775744951443e-21,0.1568669080734253,0.05101930350065231,0.047271501272916794,3.0043061087781098e-06
radial,75,0.48275862354785204,0.5400000214576721,0.0034758620895445347,1097.1973876953125,2.1229129978840296e-21,0.15685415267944336,0.051027562469244,0.047278136014938354,3.0041105674172286e-06
radial,75,0.4655172556845678,0.5400000214576721,0.0033517242409288883,1097.3114013671875,2.122166798576563e-21,0.15684184432029724,0.051035523414611816,0.047284532338380814,3.0039136618142948e-06
radial,75,0.4482758554836942,0.5400000214576721,0.0032275861594825983,1097.421142578125,2.1214472564568055e-21,0.15682999789714813,0.05104319006204605,0.04729069769382477,3.0037226679269224e-06
