profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co
radial,0.75,-6.000000155634351,0.005400000140070915,-0.04320000112056732,290.99993896484375,2.7562216398102635e-10,0.23574000597000122,8.154882880084813e-10,0.0062559982761740685,1.1791919708476623e-13
radial,0.75,-5.962838832702902,0.005400000140070915,-0.04293243959546089,290.99993896484375,2.8244484528983094e-10,0.23574000597000122,8.20464973738666e-10,0.0062559982761740685,1.1820611763718736e-13
radial,0.75,-5.915798246860504,0.005400000140070915,-0.04259374737739563,290.99993896484375,2.906636598076773e-10,0.23574000597000122,8.253462357998842e-10,0.0062559982761740685,1.1229699218044328e-13
radial,0.75,-5.86898842205604,0.005400000140070915,-0.04225671663880348,290.99993896484375,2.984353042467802e-10,0.23574000597000122,8.293876696541247e-10,0.0062559982761740685,1.0339975810248411e-13
radial,0.75,-5.822408840888077,0.005400000140070915,-0.04192134365439415,290.99993896484375,3.0580682430780826e-10,0.23574000597000122,8.329825162967097e-10,0.0062559982761740685,9.349223055888506e-14
radial,0.75,-5.776057951152325,0.005400000140070915,-0.04158761724829674,290.99993896484375,3.127913761336032e-10,0.23574000597000122,8.364133274874064e-10,0.0062559982761740685,8.35943930722026e-14
radial,0.75,-5.729934718045923,0.005400000140070915,-0.04125552996993065,290.99993896484375,3.193981190641182e-10,0.23574000597000122,8.398607365123212e-10,0.0062559982761740685,7.414799026508878e-14
radial,0.75,-5.684038106766012,0.005400000140070915,-0.040925074368715286,290.99993896484375,3.256161174025607e-10,0.23574000597000122,8.434491438613634e-10,0.0062559982761740685,6.340969958308629e-14
radial,0.75,-5.638367082509729,0.005400000140070915,-0.04059624299407005,290.99993896484375,3.3143784938793885e-10,0.23574000597000122,8.472430534922637e-10,0.0062559982761740685,5.10500218215814e-14
radial,0.75,-5.592920093072785,0.005400000140070915,-0.040269024670124054,290.99993896484375,3.368510470558306e-10,0.23574000597000122,8.512782700975663e-10,0.0062559982761740685,3.7413204722865426e-14
radial,0.75,-5.547696621053749,0.005400000140070915,-0.03994341567158699,290.99993896484375,3.418532956711573e-10,0.23574000597000122,8.555561814560519e-10,0.0062559982761740685,2.340421659371896e-14
radial,0.75,-5.502695114248329,0.005400000140070915,-0.03961940482258797,290.99993896484375,3.4644112578696706e-10,0.23574000597000122,8.600715140083537e-10,0.0062559982761740685,1.2724766749463382e-14
radial,0.75,-5.4579150552550955,0.005400000140070915,-0.039296988397836685,290.99993896484375,3.506192003399633e-10,0.23574000597000122,8.648046168069357e-10,0.0062559982761740685,5.212309567520588e-15
radial,0.75,-5.413354891869757,0.005400000140070915,-0.03897615522146225,290.99993896484375,3.5438668666287754e-10,0.23574000597000122,8.697422226866536e-10,0.0062559982761740685,7.581300631763835e-16
radial,0.75,-5.369013071888023,0.005400000140070915,-0.038656894117593765,290.99993896484375,3.5774494477891494e-10,0.23574000597000122,8.748846647144148e-10,0.0062559982761740685,3.082689350772555e-18
radial,0.75,-5.324889595309894,0.005400000140070915,-0.03833920508623123,290.99993896484375,3.606829834801317e-10,0.23574000597000122,8.802531481499898e-10,0.0062559982761740685,2.978380427963546e-18
radial,0.75,-5.280982909931077,0.005400000140070915,-0.038023076951503754,290.9999084472656,3.631839828877048e-10,0.23574000597000122,8.85886697332694e-10,0.0062559982761740685,2.8896049230825175e-18
radial,0.75,-5.237291463547283,0.005400000140070915,-0.037708498537540436,290.9999084472656,3.652090296846211e-10,0.23574000597000122,8.918530913781808e-10,0.0062559982761740685,2.8154589345151018e-18
radial,0.75,-5.193814738757081,0.005400000140070915,-0.03739546611905098,290.9999084472656,3.667028902754055e-10,0.23574000597000122,8.982508070687345e-10,0.0062559982761740685,2.753157758729139e-18
radial,0.75,-5.1505522181590395,0.005400000140070915,-0.03708397597074509,290.9999084472656,3.6757943910892266e-10,0.23574000597000122,9.051905891510614e-10,0.006255997810512781,2.70158780382498e-18
radial,0.75,-5.107501314746009,0.005400000140070915,-0.036774009466171265,290.9999084472656,3.6773556422176057e-10,0.23574000597000122,9.127786859686182e-10,0.006255997810512781,2.6617059109761952e-18
radial,0.75,-5.064662545919418,0.005400000140070915,-0.03646557033061981,290.9999084472656,3.6706135353448133e-10,0.23574000597000122,9.210745499643735e-10,0.006255997810512781,2.631998960047272e-18
