flame,point,x_over_d,kind,r_over_d,F,F_rms,T,T_rms,Y_O2,Y_N2,Y_H2O,Y_CH4,Y_CO,Y_CO2,Y_OH,Y_H2,Y_NO,Y_CO_LIF
D,CL,,Yave,5.0,0.9855,0.0318,298.0,4.0,0.194,0.652,0.000517,0.154,0.0,0.0,5.25e-08,2.58e-06,1.4e-07,5.85e-05
D,CL,,Yave,10.0,0.9626,0.0415,352.0,49.0,0.188,0.655,0.00365,0.149,0.000678,0.00296,0.0,8.68e-05,4.72e-07,0.00113
D,CL,,Yave,15.0,0.9117,0.0587,504.0,138.0,0.172,0.662,0.0139,0.135,0.00547,0.0121,3.92e-06,0.000394,2.25e-06,0.00484
D,CL,,Yave,20.0,0.8297,0.0769,749.0,236.0,0.146,0.67,0.0316,0.113,0.0144,0.0265,9.31e-06,0.000927,6.21e-06,0.0125
D,CL,,Yave,25.0,0.7606,0.0885,1009.0,279.0,0.115,0.678,0.0517,0.0908,0.0246,0.0411,3.32e-05,0.0016,1.2e-05,0.0217
D,CL,,Yave,30.0,0.6549,0.1237,1357.0,327.0,0.0718,0.69,0.0803,0.0592,0.0364,0.0623,0.000173,0.0024,2.2e-05,0.0336
D,CL,,Yave,35.0,0.5677,0.1282,1630.0,298.0,0.0399,0.699,0.102,0.0342,0.0462,0.0792,0.000411,0.00293,3.35e-05,0.0424
D,CL,,Yave,40.0,0.4762,0.1145,1848.0,211.0,0.0181,0.708,0.116,0.0131,0.048,0.0945,0.0008,0.00287,4.54e-05,0.0459
D,CL,,Yave,45.0,0.395,0.096,1957.0,141.0,0.0168,0.718,0.117,0.00312,0.0388,0.105,0.00135,0.00189,5.63e-05,0.0356
D,CL,,Yave,50.0,0.3237,0.082,1922.0,211.0,0.0337,0.728,0.107,0.000674,0.0185,0.11,0.00154,0.000752,6.18e-05,0.0185
D,CL,,Yave,55.0,0.2727,0.0711,1813.0,264.0,0.0545,0.735,0.095,0.000537,0.00608,0.108,0.00132,0.0002,6.04e-05,0.00633
D,CL,,Yave,60.0,0.2241,0.0661,1629.0,300.0,0.0813,0.74,0.0815,9.59e-05,0.000977,0.0948,0.00074,4.04e-05,4.97e-05,0.00153
D,CL,,Yave,65.0,0.191,0.0556,1471.0,273.0,0.103,0.743,0.0707,9.48e-06,0.0,0.0827,0.00033,7.5e-06,3.93e-05,0.000372
D,CL,,Yave,70.0,0.1637,0.0464,1326.0,239.0,0.121,0.746,0.0612,0.000156,0.0,0.0708,0.000135,1.1e-05,3.43e-05,0.00012
D,CL,,Yave,75.0,0.1416,0.0405,1212.0,216.0,0.135,0.749,0.0538,6.33e-05,0.000164,0.0618,5.9e-05,7.34e-06,3.06e-05,4.13e-05
D,CL,,Yave,80.0,0.124,0.0346,1113.0,192.0,0.148,0.75,0.0475,4.92e-05,0.000302,0.0546,2.41e-05,1.58e-05,2.69e-05,1.8e-05
D,CL,,Yfav,5.0,0.9853,0.0318,298.0,4.0,0.194,0.652,0.000516,0.154,0.0,0.0,5.49e-08,2.57e-06,1.4e-07,5.79e-05
D,CL,,Yfav,10.0,0.9652,0.0401,346.0,44.0,0.189,0.655,0.00328,0.149,0.000558,0.00261,0.0,7.81e-05,4.18e-07,0.00101
D,CL,,Yfav,15.0,0.9218,0.0536,474.0,117.0,0.175,0.66,0.0118,0.138,0.00446,0.0102,2.63e-06,0.000339,1.87e-06,0.00405
D,CL,,Yfav,20.0,0.848,0.0706,686.0,207.0,0.153,0.668,0.027,0.118,0.012,0.0227,7.67e-06,0.000805,5.1e-06,0.0104
D,CL,,Yfav,25.0,0.7801,0.0803,940.0,255.0,0.124,0.676,0.0462,0.0969,0.022,0.0368,2.27e-05,0.00146,1.03e-05,0.0191
D,CL,,Yfav,30.0,0.6807,0.1167,1278.0,315.0,0.0814,0.688,0.074,0.0665,0.0341,0.0572,0.000123,0.00228,1.93e-05,0.031
D,CL,,Yfav,35.0,0.5878,0.1306,1572.0,306.0,0.0466,0.697,0.0974,0.0395,0.0445,0.0755,0.000344,0.00287,3.08e-05,0.0409
D,CL,,Yfav,40.0,0.4821,0.1204,1825.0,223.0,0.0207,0.708,0.115,0.0148,0.0474,0.093,0.000757,0.00288,4.41e-05,0.0453
D,CL,,Yfav,45.0,0.3904,0.1,1945.0,151.0,0.019,0.719,0.116,0.00314,0.0378,0.105,0.00133,0.00185,5.56e-05,0.0346
D,CL,,Yfav,50.0,0.313,0.0859,1890.0,233.0,0.0391,0.729,0.104,0.000628,0.0167,0.108,0.00148,0.000683,6e-05,0.0169
D,CL,,Yfav,55.0,0.2603,0.0735,1764.0,283.0,0.0617,0.736,0.0914,0.000492,0.0051,0.104,0.0012,0.000168,5.75e-05,0.00536
D,CL,,Yfav,60.0,0.21,0.0672,1562.0,313.0,0.0904,0.742,0.0769,7.13e-05,0.000664,0.0891,0.00062,3.24e-05,4.61e-05,0.00121
D,CL,,Yfav,65.0,0.1793,0.0559,1412.0,280.0,0.11,0.745,0.0668,1.52e-06,0.0,0.0777,0.000269,8.39e-06,3.66e-05,0.000303
D,CL,,Yfav,70.0,0.1545,0.0466,1277.0,244.0,0.127,0.747,0.0581,0.000142,0.0,0.0669,0.00011,1.17e-05,3.22e-05,0.000107
D,CL,,Yfav,75.0,0.134,0.04,1170.0,217.0,0.14,0.75,0.0512,5.55e-05,0.000176,0.0586,4.83e-05,8.37e-06,2.86e-05,4.36e-05
D,CL,,Yfav,80.0,0.1176,0.0344,1076.0,195.0,0.152,0.751,0.0452,4.25e-05,0.000308,0.0519,1.99e-05,1.68e-05,2.53e-05,2.11e-05
E,01,1.0,Yave,-0.49,0.8183,0.0966,654.0,203.0,0.176,0.661,0.0202,0.118,0.00341,0.0204,3.22e-05,0.000255,2.27e-06,0.00433
E,01,1.0,Yave,-0.46,0.9647,0.0698,370.0,62.0,0.195,0.647,0.00518,0.149,0.0,0.00279,0.0,4.4e-05,6.24e-07,0.000661
E,01,1.0,Yave,-0.39,1.0104,0.0294,299.0,10.0,0.197,0.644,0.000846,0.158,0.0,0.0,3.37e-10,5.03e-06,2.25e-07,0.000107
E,01,1.0,Yave,-0.32,1.0118,0.0275,290.0,3.0,0.198,0.644,0.000487,0.158,0.0002,0.0,3.44e-07,6.65e-07,2.38e-07,8.22e-05
E,01,1.0,Yave,0.03,1.0084,0.0293,289.0,3.0,0.198,0.645,0.000441,0.158,0.000101,0.0,2.18e-07,3.55e-08,2.17e-07,5.22e-05
E,01,1.0,Yave,0.31,1.0016,0.0262,290.0,3.0,0.198,0.646,0.000482,0.156,0.000139,0.0,2.82e-07,3.6e-06,2.34e-07,8.78e-05
E,01,1.0,Yave,0.38,1.0179,0.0329,301.0,11.0,0.196,0.644,0.000857,0.159,0.000474,0.00022,4.68e-07,1.17e-05,3.06e-07,0.000161
E,01,1.0,Yave,0.44,0.9905,0.0573,392.0,73.0,0.182,0.652,0.00663,0.152,0.00187,0.00684,3.15e-06,8.85e-05,8.73e-07,0.000995
E,01,1.0,Yave,0.51,0.8417,0.1063,695.0,205.0,0.144,0.677,0.0274,0.118,0.00848,0.0276,0.000123,0.000364,2.65e-06,0.00522
E,01,1.0,Yave,0.58,0.526,0.1122,1436.0,275.0,0.0697,0.714,0.0727,0.0459,0.0191,0.0774,0.00135,0.000707,9.54e-06,0.0178
E,01,1.0,Yave,0.65,0.3116,0.0272,1874.0,57.0,0.0486,0.732,0.0934,0.00506,0.00969,0.106,0.00277,0.000337,1.42e-05,0.0124
E,01,1.0,Yave,0.72,0.2681,0.014,1885.0,42.0,0.0548,0.74,0.0896,0.00142,0.00361,0.106,0.00257,0.000153,1.34e-05,0.0058
E,01,1.0,Yave,0.79,0.2593,0.0118,1882.0,38.0,0.0574,0.74,0.0886,0.000464,0.00333,0.106,0.00246,0.000131,1.28e-05,0.00512
E,01,1.0,Yave,0.93,0.2615,0.0127,1894.0,43.0,0.0547,0.74,0.0898,0.000352,0.00315,0.107,0.00247,0.000104,1.32e-05,0.00526
E,01,1.0,Yave,1.07,0.26,0.0119,1860.0,42.0,0.0573,0.739,0.0891,0.000358,0.00338,0.107,0.00235,9.57e-05,1.28e-05,0.00541
E,01,1.0,Yave,1.21,0.221,0.016,1623.0,62.0,0.0863,0.738,0.0765,0.000291,0.0014,0.0942,0.00132,6.15e-05,8.61e-06,0.00309
E,01,1.0,Yave,1.35,0.0884,0.0272,961.0,161.0,0.175,0.751,0.0369,0.0,0.0,0.0358,0.000122,2.6e-05,3.12e-06,0.00112
E,01,1.0,Yave,1.49,0.0096,0.0069,412.0,54.0,0.227,0.76,0.0104,2.19e-06,0.0,0.0026,8.27e-08,1.67e-05,4.69e-07,0.000186
E,01,1.0,Yave,1.62,0.0,0.0009,316.0,9.0,0.233,0.762,0.00487,7.08e-06,0.0,0.0,0.0,6.1e-06,1.58e-07,5.14e-05
E,01,1.0,Yfav,-0.49,0.8414,0.0955,601.0,182.0,0.181,0.658,0.0174,0.123,0.00236,0.0167,2.17e-05,0.000213,2.02e-06,0.00361
E,01,1.0,Yfav,-0.46,0.9722,0.0662,362.0,57.0,0.195,0.647,0.00467,0.15,0.0,0.00235,0.0,3.93e-05,5.77e-07,0.000597
E,01,1.0,Yfav,-0.39,1.0103,0.0294,299.0,10.0,0.197,0.644,0.000832,0.158,0.0,0.0,7.84e-09,4.93e-06,2.24e-07,0.000106
E,01,1.0,Yfav,-0.32,1.0117,0.0276,290.0,3.0,0.198,0.644,0.000487,0.158,0.000203,0.0,3.46e-07,6.9e-07,2.38e-07,8.23e-05
E,01,1.0,Yfav,0.03,1.0083,0.0293,289.0,3.0,0.198,0.645,0.000441,0.158,0.000102,0.0,2.19e-07,3.51e-08,2.17e-07,5.22e-05
E,01,1.0,Yfav,0.31,1.0015,0.0262,290.0,3.0,0.198,0.646,0.000482,0.156,0.000141,0.0,2.83e-07,3.6e-06,2.34e-07,8.79e-05
E,01,1.0,Yfav,0.38,1.0174,0.0327,300.0,11.0,0.196,0.644,0.000842,0.159,0.000465,0.000191,4.64e-07,1.14e-05,3.05e-07,0.000159
E,01,1.0,Yfav,0.44,0.9957,0.0529,381.0,65.0,0.183,0.651,0.00587,0.153,0.00175,0.00605,2.27e-06,7.98e-05,8.15e-07,0.000901
E,01,1.0,Yfav,0.51,0.8669,0.0998,644.0,184.0,0.15,0.673,0.0242,0.124,0.00745,0.0241,0.000109,0.000324,2.36e-06,0.0045
E,01,1.0,Yfav,0.58,0.5485,0.1187,1379.0,289.0,0.0745,0.713,0.0692,0.0513,0.0186,0.0736,0.00127,0.000688,8.94e-06,0.0167
E,01,1.0,Yfav,0.65,0.3119,0.0276,1872.0,58.0,0.0486,0.732,0.0933,0.00513,0.0097,0.106,0.00277,0.000338,1.41e-05,0.0124
E,01,1.0,Yfav,0.72,0.268,0.014,1884.0,42.0,0.0548,0.74,0.0895,0.00141,0.00361,0.106,0.00257,0.000153,1.34e-05,0.0058
E,01,1.0,Yfav,0.79,0.2592,0.0118,1881.0,38.0,0.0574,0.74,0.0886,0.000465,0.00333,0.106,0.00246,0.000131,1.28e-05,0.00512
E,01,1.0,Yfav,0.93,0.2615,0.0127,1893.0,43.0,0.0547,0.74,0.0897,0.000351,0.00315,0.107,0.00247,0.000104,1.31e-05,0.00526
E,01,1.0,Yfav,1.07,0.2599,0.0118,1859.0,43.0,0.0573,0.739,0.0891,0.000358,0.00337,0.107,0.00235,9.6e-05,1.28e-05,0.0054
E,01,1.0,Yfav,1.21,0.2206,0.0161,1621.0,62.0,0.0866,0.738,0.0763,0.000288,0.00138,0.094,0.00132,6.15e-05,8.58e-06,0.00307
E,01,1.0,Yfav,1.35,0.0838,0.0267,933.0,160.0,0.178,0.751,0.0355,0.0,0.0,0.0337,0.000111,2.67e-05,2.96e-06,0.00107
E,01,1.0,Yfav,1.49,0.0088,0.0065,406.0,51.0,0.228,0.76,0.0101,1.14e-06,0.0,0.00236,8.35e-08,1.63e-05,4.42e-07,0.000175
E,01,1.0,Yfav,1.62,0.0,0.0009,315.0,9.0,0.233,0.762,0.00487,7.08e-06,0.0,0.0,0.0,6.06e-06,1.58e-07,5.15e-05
E,02,2.0,Yave,-0.46,0.9252,0.0576,378.0,72.0,0.194,0.653,0.00537,0.142,0.0,0.00355,0.0,6.52e-05,6.02e-07,0.000917
E,02,2.0,Yave,-0.39,0.9755,0.0338,312.0,23.0,0.197,0.649,0.00161,0.152,0.0,0.000367,0.0,1.35e-05,2.56e-07,0.00024
E,02,2.0,Yave,-0.32,0.9884,0.0306,294.0,5.0,0.198,0.648,0.000583,0.154,0.0,0.0,9.93e-08,2.36e-06,1.78e-07,5.76e-05
E,02,2.0,Yave,-0.25,0.9926,0.0288,292.0,3.0,0.197,0.647,0.000469,0.155,1.11e-05,0.0,2.05e-07,2.94e-06,1.96e-07,3.89e-05
E,02,2.0,Yave,-0.18,0.9919,0.0269,291.0,3.0,0.197,0.648,0.000462,0.155,0.0,0.0,1.55e-07,1.41e-06,1.06e-07,3.26e-05
E,02,2.0,Yave,0.03,0.9949,0.0294,291.0,3.0,0.198,0.647,0.000474,0.155,0.000137,0.0,2.89e-07,3.49e-06,1.61e-07,5.17e-05
E,02,2.0,Yave,0.24,0.9975,0.0298,294.0,4.0,0.197,0.647,0.000526,0.156,0.0,0.0,1.74e-07,6.55e-07,1.63e-07,8.01e-05
E,02,2.0,Yave,0.31,0.9959,0.0362,311.0,28.0,0.194,0.648,0.00141,0.155,0.000343,0.00107,3.56e-07,2.05e-05,2.28e-07,0.000252
E,02,2.0,Yave,0.38,0.9775,0.0489,370.0,70.0,0.187,0.652,0.00486,0.15,0.00126,0.00481,1.3e-06,7.92e-05,6.66e-07,0.000892
E,02,2.0,Yave,0.44,0.9171,0.08,522.0,159.0,0.17,0.661,0.0147,0.136,0.00436,0.0146,1.5e-05,0.000264,1.76e-06,0.00301
E,02,2.0,Yave,0.51,0.7936,0.1116,849.0,285.0,0.131,0.681,0.0364,0.106,0.0128,0.0354,7.79e-05,0.000665,4.89e-06,0.00944
E,02,2.0,Yave,0.58,0.5893,0.1242,1395.0,338.0,0.0722,0.706,0.0716,0.0554,0.0243,0.0716,0.000705,0.00105,1.28e-05,0.0213
E,02,2.0,Yave,0.65,0.3939,0.0773,1844.0,184.0,0.0404,0.722,0.0956,0.0143,0.0212,0.103,0.0023,0.000787,2e-05,0.022
E,02,2.0,Yave,0.72,0.293,0.0258,1961.0,55.0,0.0456,0.735,0.0959,0.00198,0.00707,0.109,0.00283,0.000265,1.78e-05,0.00961
E,02,2.0,Yave,0.79,0.2676,0.0141,1940.0,44.0,0.0525,0.739,0.0912,0.000868,0.0023,0.109,0.00232,0.000124,1.51e-05,0.00453
E,02,2.0,Yave,0.93,0.2562,0.0129,1907.0,47.0,0.0565,0.741,0.0889,0.000405,0.000625,0.109,0.00177,4.64e-05,1.37e-05,0.00245
E,02,2.0,Yave,1.07,0.2329,0.0252,1757.0,123.0,0.0745,0.741,0.0808,0.000571,0.0,0.1,0.00124,2.51e-05,1.14e-05,0.00173
E,02,2.0,Yave,1.21,0.1614,0.0533,1380.0,289.0,0.124,0.746,0.0593,0.000102,0.0,0.0701,0.000491,2.11e-05,6.66e-06,0.000815
E,02,2.0,Yave,1.35,0.1051,0.0564,1048.0,336.0,0.16,0.753,0.0414,0.0,0.0,0.0456,0.000166,1.32e-05,4.12e-06,0.000472
E,02,2.0,Yave,1.49,0.0535,0.057,704.0,372.0,0.196,0.757,0.024,2.63e-06,0.0,0.0232,5.91e-05,1.49e-05,2.19e-06,0.000274
E,02,2.0,Yave,1.62,0.0089,0.0241,391.0,181.0,0.226,0.761,0.00896,0.0,0.0,0.00404,6.33e-06,8.08e-06,5.38e-07,8.18e-05
E,02,2.0,Yave,1.76,0.0,0.0016,301.0,14.0,0.232,0.764,0.0049,0.0,0.0,0.0,1.85e-09,5.84e-06,7.22e-08,3.17e-05
E,02,2.0,Yfav,-0.46,0.9324,0.0541,367.0,65.0,0.195,0.653,0.00474,0.144,0.0,0.00295,0.0,5.69e-05,5.41e-07,0.000823
E,02,2.0,Yfav,-0.39,0.9763,0.0333,311.0,21.0,0.197,0.649,0.00153,0.152,0.0,0.000301,0.0,1.28e-05,2.49e-07,0.000231
E,02,2.0,Yfav,-0.32,0.9883,0.0307,294.0,5.0,0.198,0.648,0.00058,0.154,0.0,0.0,1.02e-07,2.36e-06,1.78e-07,5.74e-05
E,02,2.0,Yfav,-0.25,0.9925,0.0288,292.0,3.0,0.197,0.647,0.000469,0.155,1.2e-05,0.0,2.05e-07,2.94e-06,1.96e-07,3.89e-05
E,02,2.0,Yfav,-0.18,0.9918,0.0269,291.0,3.0,0.197,0.648,0.000462,0.155,0.0,0.0,1.56e-07,1.43e-06,1.06e-07,3.27e-05
E,02,2.0,Yfav,0.03,0.9947,0.0294,291.0,3.0,0.198,0.647,0.000474,0.155,0.000139,0.0,2.91e-07,3.51e-06,1.61e-07,5.18e-05
E,02,2.0,Yfav,0.24,0.9973,0.0299,294.0,4.0,0.197,0.647,0.000525,0.156,0.0,0.0,1.75e-07,6.43e-07,1.63e-07,8e-05
E,02,2.0,Yfav,0.31,0.9964,0.0357,309.0,25.0,0.194,0.648,0.00131,0.155,0.000323,0.000934,3.57e-07,1.88e-05,2.2e-07,0.000244
E,02,2.0,Yfav,0.38,0.982,0.0455,360.0,62.0,0.188,0.652,0.00421,0.151,0.00111,0.00414,9.34e-07,6.94e-05,6.07e-07,0.000803
E,02,2.0,Yfav,0.44,0.9345,0.0729,483.0,139.0,0.174,0.659,0.0122,0.14,0.00354,0.0121,1.11e-05,0.00022,1.49e-06,0.00248
E,02,2.0,Yfav,0.51,0.8258,0.1059,764.0,258.0,0.141,0.677,0.031,0.114,0.0107,0.03,6.29e-05,0.000572,4.05e-06,0.00771
E,02,2.0,Yfav,0.58,0.6197,0.127,1309.0,343.0,0.0807,0.703,0.0661,0.0631,0.0228,0.0659,0.000601,0.001,1.14e-05,0.0192
E,02,2.0,Yfav,0.65,0.4015,0.0835,1824.0,200.0,0.0418,0.721,0.0944,0.016,0.0212,0.101,0.00223,0.000798,1.96e-05,0.0219
E,02,2.0,Yfav,0.72,0.2931,0.0263,1960.0,56.0,0.0456,0.735,0.0958,0.00202,0.00708,0.109,0.00282,0.000265,1.78e-05,0.00962
E,02,2.0,Yfav,0.79,0.2674,0.0141,1939.0,44.0,0.0525,0.74,0.0911,0.00087,0.0023,0.109,0.00232,0.000124,1.51e-05,0.00452
E,02,2.0,Yfav,0.93,0.256,0.0128,1906.0,47.0,0.0566,0.741,0.0888,0.000406,0.000619,0.109,0.00176,4.61e-05,1.37e-05,0.00245
E,02,2.0,Yfav,1.07,0.2312,0.0258,1747.0,126.0,0.0757,0.741,0.0802,0.000559,0.0,0.0994,0.00122,2.45e-05,1.13e-05,0.00171
E,02,2.0,Yfav,1.21,0.149,0.0541,1312.0,297.0,0.132,0.747,0.0554,8.06e-05,0.0,0.0645,0.000407,1.98e-05,6.06e-06,0.000774
E,02,2.0,Yfav,1.35,0.0864,0.0532,934.0,324.0,0.173,0.754,0.0354,0.0,0.0,0.0372,0.000111,1.5e-05,3.36e-06,0.000421
E,02,2.0,Yfav,1.49,0.0318,0.0422,557.0,285.0,0.211,0.758,0.0171,0.0,0.0,0.0133,2.51e-05,1.43e-05,1.35e-06,0.000204
E,02,2.0,Yfav,1.62,0.004,0.0151,352.0,115.0,0.229,0.762,0.00732,2.77e-07,0.0,0.00187,2.12e-06,7.66e-06,3.53e-07,6.59e-05
E,02,2.0,Yfav,1.76,0.0,0.0015,301.0,12.0,0.232,0.764,0.00488,0.0,0.0,0.0,9.24e-10,5.82e-06,7.18e-08,3.16e-05
E,03,3.0,Yave,-0.46,0.9214,0.0651,413.0,95.0,0.19,0.655,0.00725,0.141,0.000268,0.00584,0.0,0.000119,1.07e-06,0.00163
E,03,3.0,Yave,-0.32,0.9855,0.0327,304.0,16.0,0.197,0.647,0.00112,0.154,0.0,0.000227,6.48e-08,1.2e-05,2.13e-07,0.000214
E,03,3.0,Yave,-0.18,0.9914,0.0292,293.0,3.0,0.197,0.648,0.000462,0.155,0.0,0.0,1.72e-07,3.09e-06,1.6e-07,5.11e-05
E,03,3.0,Yave,-0.04,0.9952,0.0329,292.0,3.0,0.197,0.647,0.000455,0.155,2.25e-05,0.0,1.97e-07,3.61e-06,9.6e-08,3.83e-05
E,03,3.0,Yave,0.1,0.9938,0.0302,293.0,3.0,0.198,0.647,0.000421,0.155,0.0,0.0,1.64e-07,1.68e-06,1.63e-07,5.95e-05
E,03,3.0,Yave,0.24,0.9952,0.0329,304.0,15.0,0.196,0.648,0.000924,0.155,0.000217,0.000378,3.03e-07,1.06e-05,1.75e-07,0.000202
E,03,3.0,Yave,0.38,0.9514,0.0646,432.0,122.0,0.181,0.656,0.00854,0.144,0.00224,0.00838,3.41e-06,0.000169,1.32e-06,0.00196
E,03,3.0,Yave,0.51,0.8075,0.1062,832.0,284.0,0.135,0.678,0.0349,0.108,0.0128,0.0333,4.1e-05,0.00071,6.12e-06,0.0103
E,03,3.0,Yave,0.65,0.5157,0.1228,1638.0,324.0,0.0505,0.71,0.0868,0.0355,0.0279,0.0875,0.00117,0.00123,2.24e-05,0.0276
E,03,3.0,Yave,0.79,0.2899,0.0292,1966.0,65.0,0.0452,0.737,0.096,0.00167,0.00622,0.108,0.00279,0.000265,2.03e-05,0.0096
E,03,3.0,Yave,0.93,0.2392,0.0291,1811.0,146.0,0.0713,0.74,0.0827,0.000607,0.00051,0.102,0.00146,2.13e-05,1.34e-05,0.00216
E,03,3.0,Yave,1.07,0.1917,0.0537,1573.0,290.0,0.101,0.745,0.0683,0.000205,0.0,0.0841,0.000756,2.07e-05,1e-05,0.000754
E,03,3.0,Yave,1.21,0.1531,0.0538,1334.0,308.0,0.126,0.75,0.0558,0.000184,0.0,0.0673,0.000353,1.93e-05,7.24e-06,0.000591
E,03,3.0,Yave,1.35,0.131,0.06,1201.0,357.0,0.142,0.751,0.0488,0.000129,0.0,0.0579,0.000224,8.52e-06,6.28e-06,0.000368
E,03,3.0,Yave,1.49,0.0932,0.0662,967.0,417.0,0.169,0.753,0.0364,7.42e-05,0.0,0.0413,0.000134,9.87e-06,4.41e-06,0.00033
E,03,3.0,Yave,1.62,0.0415,0.0538,631.0,377.0,0.204,0.758,0.0195,0.0,0.0,0.0188,5.38e-05,9.72e-06,2e-06,0.000132
E,03,3.0,Yave,1.76,0.0081,0.0242,385.0,188.0,0.226,0.762,0.00854,0.0,0.0,0.00398,8.13e-06,6.76e-06,6.73e-07,7.43e-05
E,03,3.0,Yfav,-0.46,0.9314,0.0599,395.0,84.0,0.191,0.654,0.00628,0.143,0.0001,0.00488,0.0,0.000101,9.45e-07,0.00141
E,03,3.0,Yfav,-0.32,0.9858,0.0326,304.0,15.0,0.197,0.647,0.00108,0.154,0.0,0.000196,7.4e-08,1.15e-05,2.07e-07,0.000206
E,03,3.0,Yfav,-0.18,0.9912,0.0292,293.0,3.0,0.197,0.648,0.000461,0.155,0.0,0.0,1.73e-07,3.1e-06,1.6e-07,5.12e-05
E,03,3.0,Yfav,-0.04,0.995,0.0329,292.0,3.0,0.197,0.647,0.000455,0.155,2.47e-05,0.0,1.99e-07,3.63e-06,9.61e-08,3.84e-05
E,03,3.0,Yfav,0.1,0.9936,0.0302,293.0,3.0,0.198,0.647,0.000421,0.155,0.0,0.0,1.66e-07,1.69e-06,1.63e-07,5.96e-05
E,03,3.0,Yfav,0.24,0.9952,0.0328,303.0,14.0,0.196,0.647,0.000893,0.155,0.00021,0.000335,3.03e-07,1.01e-05,1.71e-07,0.000196
E,03,3.0,Yfav,0.38,0.9621,0.0575,407.0,102.0,0.183,0.654,0.00699,0.147,0.00179,0.00683,2.23e-06,0.000138,1.1e-06,0.00163
E,03,3.0,Yfav,0.51,0.8383,0.0997,747.0,254.0,0.144,0.673,0.0295,0.116,0.0106,0.0281,3.4e-05,0.000612,5e-06,0.00837
E,03,3.0,Yfav,0.65,0.5425,0.1316,1563.0,352.0,0.0573,0.708,0.0821,0.0422,0.0268,0.0823,0.00103,0.00121,2.07e-05,0.026
E,03,3.0,Yfav,0.79,0.2895,0.0295,1964.0,65.0,0.0454,0.737,0.0958,0.00169,0.00616,0.108,0.00278,0.000263,2.02e-05,0.00955
E,03,3.0,Yfav,0.93,0.2368,0.0301,1798.0,152.0,0.073,0.74,0.0819,0.000594,0.000463,0.101,0.00142,2.06e-05,1.32e-05,0.00209
E,03,3.0,Yfav,1.07,0.1806,0.0552,1512.0,299.0,0.109,0.746,0.0649,0.000172,0.0,0.0792,0.000654,1.94e-05,9.27e-06,0.000688
E,03,3.0,Yfav,1.21,0.1393,0.0545,1254.0,314.0,0.136,0.751,0.0515,0.000157,0.0,0.0611,0.000278,1.89e-05,6.5e-06,0.000532
E,03,3.0,Yfav,1.35,0.1081,0.0627,1060.0,383.0,0.158,0.753,0.0415,9.64e-05,0.0,0.0477,0.000158,9.81e-06,5.17e-06,0.000315
E,03,3.0,Yfav,1.49,0.062,0.0601,762.0,393.0,0.19,0.756,0.0264,4.6e-05,0.0,0.0272,7.24e-05,1.07e-05,2.93e-06,0.000236
E,03,3.0,Yfav,1.62,0.0204,0.0372,477.0,269.0,0.218,0.76,0.0128,0.0,0.0,0.00922,1.98e-05,9.61e-06,1.03e-06,8.27e-05
E,03,3.0,Yfav,1.76,0.0031,0.0148,345.0,117.0,0.229,0.762,0.00688,0.0,0.0,0.00177,2.63e-06,6.71e-06,4.16e-07,5.7e-05
E,075,0.75,Yave,-0.28,0.9283,0.0511,371.0,71.0,0.191,0.655,0.00558,0.142,0.000647,0.00448,0.0,0.000109,8.36e-07,0.0016
E,075,0.75,Yave,-0.14,0.9628,0.0416,315.0,25.0,0.196,0.651,0.00188,0.15,0.0,0.000849,0.0,2.72e-05,2.54e-07,0.000425
E,075,0.75,Yave,0.0,0.9741,0.0424,305.0,14.0,0.197,0.65,0.00101,0.152,9.77e-07,0.000174,1.24e-07,1.22e-05,1.18e-07,0.000234
E,075,0.75,Yave,0.14,0.974,0.0454,326.0,35.0,0.195,0.65,0.00187,0.151,0.000228,0.00116,1.96e-07,3.47e-05,2.42e-07,0.000518
E,075,0.75,Yave,0.28,0.9492,0.0574,408.0,102.0,0.186,0.654,0.00648,0.145,0.00198,0.00582,1.7e-06,0.000151,9.18e-07,0.0018
E,075,0.75,Yave,0.42,0.8804,0.0872,605.0,206.0,0.165,0.665,0.0191,0.128,0.00726,0.0171,8.44e-06,0.000455,3.31e-06,0.00603
E,075,0.75,Yave,0.56,0.7936,0.1131,862.0,281.0,0.137,0.676,0.0361,0.105,0.0146,0.0319,5.05e-05,0.00087,6.7e-06,0.0126
E,075,0.75,Yave,0.69,0.6434,0.1558,1219.0,315.0,0.0986,0.695,0.0607,0.069,0.0226,0.0533,0.000268,0.00124,1.25e-05,0.0221
E,075,0.75,Yave,0.83,0.4598,0.1726,1467.0,302.0,0.0791,0.714,0.0762,0.0335,0.0227,0.0714,0.000893,0.00109,1.8e-05,0.0239
E,075,0.75,Yave,0.97,0.2839,0.1333,1480.0,336.0,0.0913,0.733,0.0734,0.00934,0.0144,0.0745,0.00136,0.000591,1.89e-05,0.0166
E,075,0.75,Yave,1.11,0.1687,0.0909,1250.0,378.0,0.129,0.745,0.0557,0.00178,0.00545,0.0604,0.000961,0.000202,1.24e-05,0.00634
E,075,0.75,Yave,1.25,0.1045,0.0646,992.0,358.0,0.162,0.752,0.0391,0.000182,0.00125,0.0434,0.000409,6.08e-05,7.24e-06,0.00215
E,075,0.75,Yave,1.39,0.0684,0.0475,789.0,306.0,0.185,0.756,0.028,2.93e-05,0.000223,0.0302,0.000102,2.13e-05,4.15e-06,0.000583
