metric,exp,axisym_so,dev_axisym_pct,planar_so,dev_planar_pct
中心线峰值 T [K],1938.0,2021.8663330078125,4.327468163457817,1443.448486328125,-25.518653956237102
峰位 x/d,45.0,37.1760626633962,-17.386527414675108,100.000003973643,122.22223105254
轴线 T @x/d=15 [K],498.0,714.0460815429688,43.38274729778489,594.417236328125,19.360890828940764
轴线 T @x/d=30 [K],1339.0,1848.697265625,38.065516476848394,772.6138916015625,-42.29918658688854
轴线 T @x/d=45 [K],1938.0,1835.325927734375,-5.297939745388287,692.63525390625,-64.26030681598297
