metric,fine,medium,coarse,eps21,eps32,r21,r32,p,phi_ext,gci_fine_pct,AR,AR_ideal,note
"T@x/d=15,r/d=0",760.4425048828125,765.0422973632812,785.6593017578125,4.59979248046875,20.61700439453125,1.4142697521962047,1.4135737606545855,4.335813917379021,759.1262039645683,0.2163708810646786,4.482159680479811,4.494483986689271,
"CO2@x/d=15,r/d=0",0.0310700815171003,0.0313850492238998,0.0328071229159832,0.0003149677067995002,0.0014220736920834004,1.4142697521962047,1.4135737606545855,4.356886164715648,0.03098079056848308,0.3592320339104861,4.514982524823262,4.527431522199739,
"T@x/d=15,r/d=1",1588.3426320141812,1588.5361543718257,1588.7326103170242,0.19352235764449688,0.19645594519852239,1.4142697521962047,1.4135737606545855,0.04754014846518866,1576.6948754318432,0.9166596321515905,1.015158907682463,1.0166145606045605,
"CO2@x/d=15,r/d=1",0.07300894651034501,0.07299620715546104,0.07296464252375777,-1.2739354883967158e-05,-3.156463170327084e-05,1.4142697521962047,1.4135737606545855,2.6239750519816374,0.07301753623482793,0.014706629963678842,2.4777260693942855,2.483092374998811,
"T@x/d=15,r/d=1.5",1764.35052036405,1764.644362137124,1765.1582213939494,0.2938417730740639,0.5138592568252989,1.4142697521962047,1.4135737606545855,1.6178383033139323,1763.959779074924,0.027683082571751623,1.7487617619833065,1.7520110652532164,
"CO2@x/d=15,r/d=1.5",0.08771179794522876,0.08769943079573946,0.08764274538960287,-1.236714948930906e-05,-5.668540613658346e-05,1.4142697521962047,1.4135737606545855,4.400414488879748,0.08771523683999938,0.004900844087071256,4.583546611576571,4.596257028567048,
"T@x/d=15,r/d=2",1582.2769599533408,1585.0935940320207,1593.475792776276,2.8166340786799537,8.38219874425522,1.4142697521962047,1.4135737606545855,3.1530911610235037,1580.8565138174795,0.11221535260671398,2.97596297925346,2.982922130991164,
"CO2@x/d=15,r/d=2",0.08206723880730232,0.08222076474650909,0.08266727691541197,0.0001535259392067695,0.00044651216890287393,1.4142697521962047,1.4135737606545855,3.0867562938990303,0.08198707361123228,0.12210292017116901,2.908382591306015,2.9151196121645437,
"T@x/d=15,r/d=3",766.7630349100963,772.5827500833658,789.4515781135586,5.819715173269515,16.868828030192844,1.4142697521962047,1.4135737606545855,3.076992558451905,763.7085005565452,0.49795931312554126,2.8985659139596587,2.9052708202491537,
"CO2@x/d=15,r/d=3",0.02951644298569863,0.02989843152583676,0.03100887163539362,0.00038198854013812844,0.0011104401095568608,1.4142697521962047,1.4135737606545855,3.085381654641932,0.029316838890904993,0.8453088965121549,2.906998490466027,2.9137309809853766,
intT@x/d=15,4629.659881128689,4644.335088241221,4684.134138347902,14.675207112531098,39.799050106681534,1.4142697521962047,1.4135737606545855,2.8848604718358963,4621.118321043228,0.23062061535767728,2.711992396529606,2.718094465847069,
Tmax@x/d=15,1764.3524169921875,1764.6678466796875,1765.2186279296875,0.3154296875,0.55078125,1.4142697521962047,1.4135737606545855,1.6134896172241604,1763.931491747789,0.0298215113052775,1.7461300309597523,1.7493722262979623,
"T@x/d=30,r/d=0",1875.931640625,1876.373291015625,1883.530517578125,0.441650390625,7.1572265625,1.4142697521962047,1.4135737606545855,8.048106033215195,1875.9027258199108,0.0019266963453683037,16.205638474295192,16.274195667658173,
"CO2@x/d=30,r/d=0",0.0897909998893737,0.089925117790699,0.0906969010829925,0.0001341179013253091,0.0007717832922934931,1.4142697521962047,1.4135737606545855,5.057499013476057,0.08976289396148796,0.03912687229283432,5.754513638127229,5.77187239185079,
"T@x/d=30,r/d=1",1884.8519892393276,1885.595982272204,1892.017619981651,0.7439930328764603,6.421637709446941,1.4142697521962047,1.4135737606545855,6.228449494370855,1884.7548785542708,0.006440206287504692,8.631314307634451,8.661289099550572,
"CO2@x/d=30,r/d=1",0.0934146544673311,0.093526250506074,0.09417397708903225,0.00011159603874288937,0.0006477265829582524,1.4142697521962047,1.4135737606545855,5.082333445203039,0.09339151026507274,0.030969715606122467,5.804207660547664,5.821770804499653,
