profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co,T_std
radial,0.75,3.265609395586782,0.005400000140070915,0.02351238764822483,291.0011787414551,1.451763363083789e-10,0.23573928512632847,7.120039708374824e-08,0.0062560345395468175,7.084142239394988e-10,0.005373151070882053
radial,0.75,3.2939469545251794,0.005400000140070915,0.02371641807258129,291.0002555847168,9.261046861895412e-11,0.23573962785303593,3.410048185658736e-08,0.0062560130609199405,4.4824767154490056e-10,0.002895269782171437
radial,0.75,3.3225582188202276,0.005400000140070915,0.023922419175505638,290.9998893737793,6.637577428997528e-11,0.23573976941406727,1.9052553771975632e-08,0.0062560043297708035,3.2147136659954677e-10,0.001853923248061579
radial,0.75,3.3514457754790783,0.005400000140070915,0.024130409583449364,290.9997329711914,5.12276755549465e-11,0.2357398346066475,1.249325960963388e-08,0.006256000488065183,2.499637320301098e-10,0.0013917111470760116
radial,0.75,3.3806124702095985,0.005400000140070915,0.02434040978550911,290.99967193603516,4.119369495530739e-11,0.23573986813426018,9.251209561047035e-09,0.006255998800043017,2.031821118840695e-10,0.0011573316228634723
radial,0.75,3.41006089001894,0.005400000140070915,0.024552438408136368,290.9996566772461,3.386159498326975e-11,0.23573988489806652,7.36350274588047e-09,0.006255997810512781,1.6890694871002409e-10,0.001019687916422112
radial,0.75,3.4397938806149697,0.005400000140070915,0.02476651594042778,290.9996566772461,2.81742740217506e-11,0.235739903524518,6.078627944066725e-09,0.006255997286643833,1.4192221766929313e-10,0.0009128212672677418
radial,0.75,3.469814029004839,0.005400000140070915,0.02498266100883484,290.99966049194336,2.3595494981424928e-11,0.2357399109750986,5.104136534729685e-09,0.006255996995605528,1.1972359160241112e-10,0.0008146589457068075
radial,0.75,3.5001239221956997,0.005400000140070915,0.025200892239809036,290.99968338012695,1.9811682565696913e-11,0.2357399147003889,4.31839885584502e-09,0.006255996820982546,1.0093605942551695e-10,0.00073669103323031
radial,0.75,3.5307269232968492,0.005400000140070915,0.025421233847737312,290.9996910095215,1.663084267890733e-11,0.2357399258762598,3.655654168674315e-09,0.006255996704567224,8.476107062930995e-11,0.0006826389831807086
