profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co,n2
radial,1,0.8333333405769534,0.007199999876320362,0.006000000052154064,291.0,0.0003956310683861375,0.05535249039530754,0.1089254766702652,0.09348384290933609,0.0040375832468271255,0.7378050088882446
radial,1,0.7638888847496774,0.007199999876320362,0.005499999970197678,290.9999694824219,0.0012179950717836618,0.05557868629693985,0.10866403579711914,0.09324147552251816,0.0040278928354382515,0.737269937992096
radial,1,0.6944444289224015,0.007199999876320362,0.004999999888241291,290.99993896484375,0.005272401962429285,0.05899303779006004,0.10598461329936981,0.0909331738948822,0.003928573802113533,0.7348881959915161
radial,1,0.6249999730951257,0.007199999876320362,0.0044999998062849045,290.9999694824219,0.022262392565608025,0.07432904094457626,0.09414270520210266,0.08076866716146469,0.003489624708890915,0.7250075936317444
radial,1,0.5555555819430286,0.007199999876320362,0.004000000189989805,291.0,0.059044040739536285,0.10780930519104004,0.06833882629871368,0.05862957611680031,0.0025331424549221992,0.7036451101303101
radial,1,0.4861111261157526,0.007199999876320362,0.0035000001080334187,291.0,0.10452137887477875,0.1492505520582199,0.03640693798661232,0.0312343779951334,0.0013495103921741247,0.6772372722625732
radial,1,0.4166666702884767,0.007199999876320362,0.003000000026077032,291.0,0.13668599724769592,0.1785619556903839,0.013821713626384735,0.011857973411679268,0.0005123349255882204,0.658560037612915
radial,1,0.3472222144612008,0.007199999876320362,0.0024999999441206455,291.0,0.14952567219734192,0.19026274979114532,0.004805951379239559,0.004123138729482889,0.00017814410966821015,0.6511043310165405
radial,1,0.2777777909715143,0.007199999876320362,0.0020000000949949026,291.0,0.15354755520820618,0.19392789900302887,0.0019818665459752083,0.0017002898966893554,7.346262282226235e-05,0.6487689018249512
radial,1,0.20833333514423835,0.007199999876320362,0.001500000013038516,291.0,0.1550779938697815,0.19532258808612823,0.0009072219836525619,0.0007783272885717452,3.362835559528321e-05,0.6478802561759949
radial,1,0.13888889548575714,0.007199999876320362,0.0010000000474974513,291.0,0.15573886036872864,0.19592484831809998,0.0004431643756106496,0.00038020138163119555,1.6426947695435956e-05,0.6474964618682861
radial,1,0.06944444774287857,0.007199999876320362,0.0005000000237487257,291.0,0.15601426362991333,0.19617581367492676,0.0002497933164704591,0.00021430381457321346,9.259188118448947e-06,0.6473366022109985
radial,1,0.0,0.007199999876320362,0.0,291.0,0.15608973801136017,0.19624461233615875,0.00019678633543662727,0.0001688278280198574,7.294356692000292e-06,0.6472927331924438
radial,1,-0.06944444774287857,0.007199999876320362,-0.0005000000237487257,291.0,0.15601426362991333,0.19617581367492676,0.00024979456793516874,0.00021430483320727944,9.259234502678737e-06,0.6473365426063538
radial,1,-0.13888889548575714,0.007199999876320362,-0.0010000000474974513,291.0,0.15573886036872864,0.19592484831809998,0.00044316754792816937,0.0003802039718721062,1.6427065929747187e-05,0.6474964618682861
radial,1,-0.20833333514423835,0.007199999876320362,-0.001500000013038516,291.0,0.1550779789686203,0.19532260298728943,0.0009072293760254979,0.000778333458583802,3.362862844369374e-05,0.6478801965713501
radial,1,-0.2777777909715143,0.007199999876320362,-0.0020000000949949026,291.0,0.1535475254058838,0.19392789900302887,0.0019818844739347696,0.0017003053799271584,7.346329948632047e-05,0.6487689018249512
radial,1,-0.3472222144612008,0.007199999876320362,-0.0024999999441206455,291.0,0.14952559769153595,0.19026273488998413,0.004806003998965025,0.004123183898627758,0.00017814604507293552,0.6511043310165405
radial,1,-0.4166666702884767,0.007199999876320362,-0.003000000026077032,291.0,0.13668575882911682,0.17856177687644958,0.013821888715028763,0.011858123354613781,0.0005123413866385818,0.6585601568222046
radial,1,-0.4861111261157526,0.007199999876320362,-0.0035000001080334187,291.0,0.10452069342136383,0.14924998581409454,0.03640742227435112,0.03123479336500168,0.001349528320133686,0.6772375702857971
radial,1,-0.5555555819430286,0.007199999876320362,-0.004000000189989805,291.0,0.05904296785593033,0.1078084260225296,0.06833956390619278,0.058630213141441345,0.0025331696961075068,0.703645646572113
radial,1,-0.6249999730951257,0.007199999876320362,-0.0044999998062849045,290.9999694824219,0.02226150594651699,0.07432836294174194,0.09414328634738922,0.08076916635036469,0.0034896465949714184,0.7250080108642578
radial,1,-0.6944444289224015,0.007199999876320362,-0.004999999888241291,290.99993896484375,0.005271974019706249,0.058992862701416016,0.10598474740982056,0.09093329310417175,0.003928578458726406,0.7348885536193848
radial,1,-0.7638888847496774,0.007199999876320362,-0.005499999970197678,291.0,0.0012178311590105295,0.05557894706726074,0.10866379737854004,0.09324130415916443,0.004027883987873793,0.7372702360153198
radial,1,-0.8333333405769534,0.007199999876320362,-0.006000000052154064,291.0,0.0003955566789954901,0.05535323917865753,0.10892492532730103,0.09348340332508087,0.004037563223391771,0.7378053069114685
radial,1,-0.9027777964042293,0.007199999876320362,-0.006500000134110451,291.0,0.00015501861344091594,0.05611313879489899,0.10850068181753159,0.09315323829650879,0.004021837841719389,0.7380560636520386
