profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co
radial,0.75,2.876430129011472,0.005400000140070915,0.0207102969288826,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,2.8968255759941206,0.005400000140070915,0.02085714414715767,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,2.9172761262291007,0.005400000140070915,0.021004388108849525,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,2.937781521015697,0.005400000140070915,0.02115202695131302,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,2.95834227775534,0.005400000140070915,0.021300064399838448,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,2.9789581377473144,0.005400000140070915,0.021448498591780663,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,2.99962961839305,0.005400000140070915,0.021597333252429962,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.0203567196925483,0.005400000140070915,0.021746568381786346,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.041139700346523,0.005400000140070915,0.021896205842494965,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.0619785603549747,0.005400000140070915,0.022046245634555817,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.082873299717903,0.005400000140070915,0.022196687757968903,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.103824435836739,0.005400000140070915,0.02234753593802452,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.1248322274121976,0.005400000140070915,0.02249879203736782,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.145896415743563,0.005400000140070915,0.022650454193353653,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.167017259531551,0.005400000140070915,0.022802524268627167,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.188194500075446,0.005400000140070915,0.022955000400543213,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.2094294308788247,0.005400000140070915,0.023107891902327538,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.230721275839541,0.005400000140070915,0.023261193186044693,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.252070552359025,0.005400000140070915,0.023414907976984978,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.2734770017365618,0.005400000140070915,0.023569034412503242,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.2949411413735814,0.005400000140070915,0.023723576217889786,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.3164632299707995,0.005400000140070915,0.023878535255789757,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.3380432675282163,0.005400000140070915,0.024033911526203156,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.3596812540458307,0.005400000140070915,0.024189705029129982,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.381377448224359,0.005400000140070915,0.024345917627215385,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
radial,0.75,3.403132108764516,0.005400000140070915,0.024502551183104515,291.0,0.0,0.23574094474315643,0.0,0.006256024353206158,0.0
